  Especie,Desove,LT,Fec
Abudefduf saxatilis,Demersal,108.75,31088
Acanthochromis polyacanthus,Demersal,122.0031,402.253
Acanthochromis polyacanthus,Demersal,122.0243,343.1927
Acanthochromis polyacanthus,Demersal,125.0132,496.6442
Acanthochromis polyacanthus,Demersal,125.0349,425.4554
Acanthochromis polyacanthus,Demersal,127.0085,520.3739
Acanthochromis polyacanthus,Demersal,127.0153,325.791
Acanthochromis polyacanthus,Demersal,130.0049,459.7315
Acanthochromis polyacanthus,Demersal,130.008,369.559
Acanthochromis polyacanthus,Demersal,130.0115,270.9492
Acanthochromis polyacanthus,Demersal,132.0085,245.6376
Acanthochromis polyacanthus,Demersal,132.0203,459.2042
Acanthochromis polyacanthus,Demersal,132.026,296.2608
Acanthochromis polyacanthus,Demersal,132.0414,402.7804
Acanthochromis polyacanthus,Demersal,137.0259,573.1064
Acanthochromis polyacanthus,Demersal,137.027,541.9942
Acanthoclinus fuscus,Demersal,329.73,102700
Acanthoclinus fuscus,Demersal,342.17,42756
Acanthoclinus fuscus,Demersal,356.25,137990
Acanthoclinus fuscus,Demersal,364.08,356024
Acanthoclinus fuscus,Demersal,375.28,361220
Acanthoclinus fuscus,Demersal,389.96,308669
Acanthoclinus fuscus,Demersal,415.43,438961
Acanthopagrus latus,Pelagico,275,1362137
Acanthopagrus latus,Pelagico,290,1867660
Acanthopagrus latus,Pelagico,303,1883626
Acanthopagrus latus,Pelagico,307,2152993
Acanthopagrus latus,Pelagico,318,1790753
Aidablennius sphynx,Demersal,44,655
Amblygaster sirm,Pelagico,190,25882
Amblygaster sirm,Pelagico,190,48306
Amblygaster sirm,Pelagico,191,30116
Amblygaster sirm,Pelagico,191,31239
Amblygaster sirm,Pelagico,191,39446
Amblygaster sirm,Pelagico,192,25966
Amblygaster sirm,Pelagico,195,21984
Amblygaster sirm,Pelagico,195,26448
Amblygaster sirm,Pelagico,195,27733
Amblygaster sirm,Pelagico,196,46979
Amblygaster sirm,Pelagico,200,20281
Amblygaster sirm,Pelagico,200,22320
Amblygaster sirm,Pelagico,200,37446
Amblygaster sirm,Pelagico,204,26467
Amblygaster sirm,Pelagico,204,28967
Amblygaster sirm,Pelagico,204,61830
Amblygaster sirm,Pelagico,204,63139
Amblygaster sirm,Pelagico,204,69103
Amblygaster sirm,Pelagico,204,85921
Amblygaster sirm,Pelagico,209,24553
Amblygaster sirm,Pelagico,209,52180
Amblygaster sirm,Pelagico,209,68707
Amblygaster sirm,Pelagico,209,78037
Amblygaster sirm,Pelagico,209,89187
Amblygaster sirm,Pelagico,214,89331
Amblygaster sirm,Pelagico,214,91033
Amblygaster sirm,Pelagico,218,125372
Amblygaster sirm,Pelagico,218,128588
Amblygaster sirm,Pelagico,219,27214
Amblygaster sirm,Pelagico,219,121563
Amblygaster sirm,Pelagico,223,93325
Amblygaster sirm,Pelagico,223,132160
Amblygaster sirm,Pelagico,224,140411
Aphanopus carbo,Pelagico,1151,228950
Aphanopus carbo,Pelagico,1172,330770
Aphanopus carbo,Pelagico,1193,393990
Aphanopus carbo,Pelagico,1213,418620
Aphanopus carbo,Pelagico,1231,306400
Aphanopus carbo,Pelagico,1252,341550
Aphanopus carbo,Pelagico,1273,403020
Aphanopus carbo,Pelagico,1292,392550
Aphanopus carbo,Pelagico,1313,469810
Aphanopus carbo,Pelagico,1333,445310
Aphanopus carbo,Pelagico,1354,559410
Aphanopus carbo,Pelagico,1374,545440
Aphanopus carbo,Pelagico,1397,677090
Aphanopus carbo,Pelagico,1440,961440
Archosargus rhomboidalis,Pelagico,89.881,18274
Archosargus rhomboidalis,Pelagico,94.95,21037
Archosargus rhomboidalis,Pelagico,105.091,29015
Archosargus rhomboidalis,Pelagico,122.772,52006
Archosargus rhomboidalis,Pelagico,124.687,23888
Archosargus rhomboidalis,Pelagico,127.46,21592
Archosargus rhomboidalis,Pelagico,128.613,26982
Archosargus rhomboidalis,Pelagico,130.781,54107
Archosargus rhomboidalis,Pelagico,141.19,25636
Archosargus rhomboidalis,Pelagico,147.603,51440
Archosargus rhomboidalis,Pelagico,147.936,55035
Archosargus rhomboidalis,Pelagico,154.139,52238
Archosargus rhomboidalis,Pelagico,157.578,57294
Archosargus rhomboidalis,Pelagico,159.689,49442
Archosargus rhomboidalis,Pelagico,162.233,106640
Archosargus rhomboidalis,Pelagico,163.293,55642
Archosargus rhomboidalis,Pelagico,174.208,37303
Archosargus rhomboidalis,Pelagico,181.006,98410
Archosargus rhomboidalis,Pelagico,184.74,84016
Archosargus rhomboidalis,Pelagico,190.2,126167
Archosargus rhomboidalis,Pelagico,191.333,119789
Archosargus rhomboidalis,Pelagico,200.546,158988
Archosargus rhomboidalis,Pelagico,202.346,161107
Arnoglossus laterna,Pelagico,66,7092
Arnoglossus laterna,Pelagico,103,59574
Artediellus atlanticus,Demersal,133,88.5
Atherina presbyter,Demersal,64.4102,1122
Atherina presbyter,Demersal,69.8748,935
Atherina presbyter,Demersal,70.5015,1461
Atherina presbyter,Demersal,71.9957,1504
Atherina presbyter,Demersal,74.7715,1462
Atherina presbyter,Demersal,75.5988,1274
Atherina presbyter,Demersal,76.4055,1726
Atherina presbyter,Demersal,80.4716,1860
Atherina presbyter,Demersal,89.4676,1894
Atherina presbyter,Demersal,92.4425,2410
Atherina presbyter,Demersal,95.3307,1950
Atherina presbyter,Demersal,96.3433,2370
Atherina presbyter,Demersal,99.3215,3479
Atherina presbyter,Demersal,99.4329,3156
Atherina presbyter,Demersal,99.4439,4061
Atherina presbyter,Demersal,100.4759,2847
Atherina presbyter,Demersal,105.4801,5379
Atherina presbyter,Demersal,106.7163,5473
Atherina presbyter,Demersal,106.7612,3793
Atherina presbyter,Demersal,106.854,7288
Atherina presbyter,Demersal,109.8083,5897
Atherina presbyter,Demersal,112.0253,9167
Atherina presbyter,Demersal,113.2472,5634
Atherina presbyter,Demersal,113.3083,5111
Atherina presbyter,Demersal,114.3705,5290
Atherina presbyter,Demersal,114.5897,7766
Atherina presbyter,Demersal,115.5255,7461
Atherina presbyter,Demersal,115.6566,6965
Atherina presbyter,Demersal,116.8245,9766
Atherina presbyter,Demersal,118.1863,8611
Atherina presbyter,Demersal,121.545,10227
Atherina presbyter,Demersal,122.8967,10170
Atherina presbyter,Demersal,126.7545,11407
Auxis rochei,Pelagico,295,75000
Bairdiella chrysoura,Pelagico,140,52800
Balistes capriscus,Dispersador,231.64,289606
Balistes capriscus,Dispersador,232.538,32919
Balistes capriscus,Dispersador,242.031,326457
Balistes capriscus,Dispersador,242.141,39556
Balistes capriscus,Dispersador,249.734,417191
Balistes capriscus,Dispersador,250.412,39699
Balistes capriscus,Dispersador,254.029,348236
Balistes capriscus,Dispersador,254.144,46235
Balistes capriscus,Dispersador,259.854,466980
Balistes capriscus,Dispersador,260.279,52812
Balistes capriscus,Dispersador,265.985,482186
Balistes capriscus,Dispersador,266.0342,569900
Balistes capriscus,Dispersador,266.413,59390
Balistes capriscus,Dispersador,267.376,333366
Balistes capriscus,Dispersador,267.896,367890
Balistes capriscus,Dispersador,268.286,44322
Balistes capriscus,Dispersador,268.678,417518
Balistes capriscus,Dispersador,269.9828,678700
Balistes capriscus,Dispersador,272.0171,504000
Balistes capriscus,Dispersador,274.056,305438
Balistes capriscus,Dispersador,274.153,50894
Balistes capriscus,Dispersador,274.8889,710700
Balistes capriscus,Dispersador,275.08,419786
Balistes capriscus,Dispersador,275.304,531962
Balistes capriscus,Dispersador,275.721,139365
Balistes capriscus,Dispersador,275.9658,504200
Balistes capriscus,Dispersador,277.779,340017
Balistes capriscus,Dispersador,278.03,381008
Balistes capriscus,Dispersador,278.427,40182
Balistes capriscus,Dispersador,279.489,48829
Balistes capriscus,Dispersador,279.636,365935
Balistes capriscus,Dispersador,280.9915,843300
Balistes capriscus,Dispersador,281.9487,403800
Balistes capriscus,Dispersador,282.086,236548
Balistes capriscus,Dispersador,284.1026,764000
Balistes capriscus,Dispersador,285.232,385446
Balistes capriscus,Dispersador,285.361,46774
Balistes capriscus,Dispersador,286.0171,536300
Balistes capriscus,Dispersador,286.0171,676600
Balistes capriscus,Dispersador,286.0171,1134800
Balistes capriscus,Dispersador,286.8547,740300
Balistes capriscus,Dispersador,286.9744,766800
Balistes capriscus,Dispersador,286.9744,859400
Balistes capriscus,Dispersador,287.063,480393
Balistes capriscus,Dispersador,289.0085,907200
Balistes capriscus,Dispersador,290.0855,732400
Balistes capriscus,Dispersador,291.8803,666300
Balistes capriscus,Dispersador,291.8803,700600
Balistes capriscus,Dispersador,292,647800
Balistes capriscus,Dispersador,292.167,389880
Balistes capriscus,Dispersador,292.295,55522
Balistes capriscus,Dispersador,292.705,379104
Balistes capriscus,Dispersador,292.9573,722000
Balistes capriscus,Dispersador,293.038,905458
Balistes capriscus,Dispersador,293.084,85736
Balistes capriscus,Dispersador,293.143,629342
Balistes capriscus,Dispersador,293.184,521485
Balistes capriscus,Dispersador,294.015,441684
Balistes capriscus,Dispersador,295.9487,979000
Balistes capriscus,Dispersador,296.0684,732700
Balistes capriscus,Dispersador,297.0256,960500
Balistes capriscus,Dispersador,297.73,495677
Balistes capriscus,Dispersador,297.9828,724800
Balistes capriscus,Dispersador,297.9828,799000
Balistes capriscus,Dispersador,297.9828,1500800
Balistes capriscus,Dispersador,298.164,55623
Balistes capriscus,Dispersador,298.796,497853
Balistes capriscus,Dispersador,299.851,530229
Balistes capriscus,Dispersador,300.286,90174
Balistes capriscus,Dispersador,300.9744,746100
Balistes capriscus,Dispersador,301.05,185103
Balistes capriscus,Dispersador,301.094,338300
Balistes capriscus,Dispersador,301.094,875900
Balistes capriscus,Dispersador,301.094,1087700
Balistes capriscus,Dispersador,302.0513,783200
Balistes capriscus,Dispersador,302.0513,989800
Balistes capriscus,Dispersador,304.0855,605900
Balistes capriscus,Dispersador,304.132,500102
Balistes capriscus,Dispersador,304.555,90248
Balistes capriscus,Dispersador,305.0427,860100
Balistes capriscus,Dispersador,305.367,758983
Balistes capriscus,Dispersador,305.522,353439
Balistes capriscus,Dispersador,306,923700
Balistes capriscus,Dispersador,306,984600
Balistes capriscus,Dispersador,306.699,765478
Balistes capriscus,Dispersador,311.0256,587600
Balistes capriscus,Dispersador,311.0256,1077500
Balistes capriscus,Dispersador,311.267,679270
Balistes capriscus,Dispersador,311.419,282354
Balistes capriscus,Dispersador,311.814,644765
Balistes capriscus,Dispersador,312.056,709484
Balistes capriscus,Dispersador,312.241,224125
Balistes capriscus,Dispersador,312.9402,807500
Balistes capriscus,Dispersador,314.0171,714700
Balistes capriscus,Dispersador,314.0171,826000
Balistes capriscus,Dispersador,314.9744,590400
Balistes capriscus,Dispersador,314.9744,1077700
Balistes capriscus,Dispersador,315.206,845440
Balistes capriscus,Dispersador,315.225,795825
Balistes capriscus,Dispersador,315.283,644825
Balistes capriscus,Dispersador,315.321,543438
Balistes capriscus,Dispersador,316.0513,1167800
Balistes capriscus,Dispersador,316.098,606010
Balistes capriscus,Dispersador,316.152,463638
Balistes capriscus,Dispersador,318.0855,921500
Balistes capriscus,Dispersador,319.8803,1252600
Balistes capriscus,Dispersador,320,1197000
Balistes capriscus,Dispersador,320.9573,924300
Balistes capriscus,Dispersador,321.349,828288
Balistes capriscus,Dispersador,321.383,739845
Balistes capriscus,Dispersador,325.11,761481
Balistes capriscus,Dispersador,325.1453,1231700
Balistes capriscus,Dispersador,325.46,543614
Balistes capriscus,Dispersador,325.479,493999
Balistes capriscus,Dispersador,325.788,381832
Balistes capriscus,Dispersador,327.764,798199
Balistes capriscus,Dispersador,328.0171,715300
Balistes capriscus,Dispersador,328.465,358149
Balistes capriscus,Dispersador,328.932,532888
Balistes capriscus,Dispersador,329.214,494064
Balistes capriscus,Dispersador,329.847,233058
Balistes capriscus,Dispersador,329.957,645078
Balistes capriscus,Dispersador,331.0085,1030600
Balistes capriscus,Dispersador,331.266,709815
Balistes capriscus,Dispersador,331.487,830620
Balistes capriscus,Dispersador,331.977,246037
Balistes capriscus,Dispersador,332.327,727091
Balistes capriscus,Dispersador,333.92,746533
Balistes capriscus,Dispersador,334.022,479046
Balistes capriscus,Dispersador,334.092,295688
Balistes capriscus,Dispersador,335.0769,1030800
Balistes capriscus,Dispersador,335.351,494169
Balistes capriscus,Dispersador,335.448,239626
Balistes capriscus,Dispersador,335.512,770289
Balistes capriscus,Dispersador,337.415,677564
Balistes capriscus,Dispersador,338,543830
Balistes capriscus,Dispersador,338.06,386358
Balistes capriscus,Dispersador,339.765,813506
Balistes capriscus,Dispersador,339.828,645248
Balistes capriscus,Dispersador,341.172,621543
Balistes capriscus,Dispersador,341.878,869629
Balistes capriscus,Dispersador,341.944,694900
Balistes capriscus,Dispersador,344.0513,1571400
Balistes capriscus,Dispersador,345.1282,962300
Balistes capriscus,Dispersador,346.057,1104832
Balistes capriscus,Dispersador,346.189,759688
Balistes capriscus,Dispersador,351.1111,1645800
Balistes capriscus,Dispersador,352.0684,1269800
Balistes capriscus,Dispersador,353.667,738245
Balistes capriscus,Dispersador,354.1026,1113600
Balistes capriscus,Dispersador,354.681,878478
Balistes capriscus,Dispersador,355.027,671396
Balistes capriscus,Dispersador,355.131,397438
Balistes capriscus,Dispersador,357.222,1212883
Balistes capriscus,Dispersador,358.0513,1818200
Balistes capriscus,Dispersador,358.1709,1010400
Balistes capriscus,Dispersador,359.314,624013
Balistes capriscus,Dispersador,361.0427,1211800
Balistes capriscus,Dispersador,361.165,667188
Balistes capriscus,Dispersador,361.31,986451
Balistes capriscus,Dispersador,365.091,863558
Balistes capriscus,Dispersador,375.0427,1358000
Balistes capriscus,Dispersador,375.0427,1601700
Balistes capriscus,Dispersador,378.024,535892
Balistes capriscus,Dispersador,382.1026,1996500
Balistes capriscus,Dispersador,382.437,857386
Balistes capriscus,Dispersador,386.1709,1382200
Balistes capriscus,Dispersador,387.718,1004164
Balistes capriscus,Dispersador,388.049,833754
Balistes capriscus,Dispersador,410.413,959255
Balistes capriscus,Dispersador,427.113,1246446
Balistes capriscus,Dispersador,446.388,1076363
Boreogadus saida,Pelagico,140,48500
Brachaluteres jacksonianus,Dispersador,40,114
Canthigaster valentini,Dispersador,40.9,602
Canthigaster valentini,Dispersador,41.9,447
Canthigaster valentini,Dispersador,42.9,419
Canthigaster valentini,Dispersador,42.9,769
Canthigaster valentini,Dispersador,43,581
Canthigaster valentini,Dispersador,43,814
Canthigaster valentini,Dispersador,44.9,447
Canthigaster valentini,Dispersador,44.9,730
Canthigaster valentini,Dispersador,45.9,478
Canthigaster valentini,Dispersador,45.9,802
Canthigaster valentini,Dispersador,47,951
Canthigaster valentini,Dispersador,48,987
Canthigaster valentini,Dispersador,49,712
Canthigaster valentini,Dispersador,50,693
Canthigaster valentini,Dispersador,50,923
Canthigaster valentini,Dispersador,50,1102
Canthigaster valentini,Dispersador,50,1149
Canthigaster valentini,Dispersador,51,1376
Canthigaster valentini,Dispersador,54,1127
Canthigaster valentini,Dispersador,54,1247
Canthigaster valentini,Dispersador,54,1269
Canthigaster valentini,Dispersador,55,1404
Canthigaster valentini,Dispersador,56,1083
Canthigaster valentini,Dispersador,56,1660
Canthigaster valentini,Dispersador,57,1357
Canthigaster valentini,Dispersador,58,904
Canthigaster valentini,Dispersador,59,1614
Canthigaster valentini,Dispersador,60,1004
Canthigaster valentini,Dispersador,60.1,1928
Canthigaster valentini,Dispersador,61,1502
Canthigaster valentini,Dispersador,61,1671
Canthigaster valentini,Dispersador,62.1,1254
Canthigaster valentini,Dispersador,65.1,1901
Careproctus reinhardti,Demersal,270,300
Caulolatilus microps,Pelagico,409,216270
Caulolatilus microps,Pelagico,446,326310
Caulolatilus microps,Pelagico,450,379430
Caulolatilus microps,Pelagico,459,166950
Caulolatilus microps,Pelagico,478,918210
Caulolatilus microps,Pelagico,483,182120
Caulolatilus microps,Pelagico,499,436340
Caulolatilus microps,Pelagico,507,1069980
Caulolatilus microps,Pelagico,510,83470
Caulolatilus microps,Pelagico,510,185920
Caulolatilus microps,Pelagico,512,1350760
Caulolatilus microps,Pelagico,519,887860
Caulolatilus microps,Pelagico,529,447720
Caulolatilus microps,Pelagico,529,576730
Caulolatilus microps,Pelagico,533,1005480
Caulolatilus microps,Pelagico,536,1612560
Caulolatilus microps,Pelagico,541,1403880
Caulolatilus microps,Pelagico,556,626050
Caulolatilus microps,Pelagico,558,1411470
Caulolatilus microps,Pelagico,564,770240
Caulolatilus microps,Pelagico,571,531200
Caulolatilus microps,Pelagico,587,1521500
Caulolatilus microps,Pelagico,589,576730
Caulolatilus microps,Pelagico,589,2367620
Caulolatilus microps,Pelagico,596,1001690
Caulolatilus microps,Pelagico,607,534980
Caulolatilus microps,Pelagico,608,421160
Caulolatilus microps,Pelagico,609,337690
Caulolatilus microps,Pelagico,612,1817450
Caulolatilus microps,Pelagico,614,1073780
Caulolatilus microps,Pelagico,619,777820
Caulolatilus microps,Pelagico,622,1479760
Caulolatilus microps,Pelagico,623,409770
Caulolatilus microps,Pelagico,624,1935080
Caulolatilus microps,Pelagico,640,546370
Caulolatilus microps,Pelagico,642,2564920
Caulolatilus microps,Pelagico,648,2128580
Caulolatilus microps,Pelagico,648,2405560
Caulolatilus microps,Pelagico,649,3236510
Caulolatilus microps,Pelagico,655,2295530
Caulolatilus microps,Pelagico,671,1851600
Caulolatilus microps,Pelagico,726,3532460
Caulolatilus microps,Pelagico,737,4120570
Centropomus undecimalis,Pelagico,726.45,578160
Centropomus undecimalis,Pelagico,748.18,1166542
Centropomus undecimalis,Pelagico,771.98,2797379
Centropomus undecimalis,Pelagico,793.22,2913670
Centropomus undecimalis,Pelagico,813.63,2872653
Centropomus undecimalis,Pelagico,834.91,3146319
Centropomus undecimalis,Pelagico,853.87,3007060
Centropomus undecimalis,Pelagico,876.89,4067468
Centropomus undecimalis,Pelagico,897.08,4085486
Centropomus undecimalis,Pelagico,920.42,5696687
Centropomus undecimalis,Pelagico,939.85,5006569
Centropomus undecimalis,Pelagico,957.45,4513323
Centropomus undecimalis,Pelagico,977.85,4610012
Centropomus undecimalis,Pelagico,1005.26,6988093
Centropomus undecimalis,Pelagico,1053.36,10289069
Cephalopholis cruentata,Pelagico,210,86204
Cephalopholis cruentata,Pelagico,237,235613
Cephalopholis cruentata,Pelagico,238,446061
Cephalopholis cruentata,Pelagico,240,142410
Cephalopholis cruentata,Pelagico,240,154861
Cephalopholis cruentata,Pelagico,240,320729
Cephalopholis cruentata,Pelagico,244,400610
Cephalopholis cruentata,Pelagico,249,615387
Cephalopholis cruentata,Pelagico,255,133351
Cephalopholis cruentata,Pelagico,264,291646
Cephalopholis cruentata,Pelagico,265,194104
Cephalopholis cruentata,Pelagico,298,559136
Cheilodipterus macrodon,Criador en boca,180,2600
Cyclopteropsis mcalpini,Demersal,47.5,65
Cynoscion regalis,Pelagico,402.12,178561
Cynoscion regalis,Pelagico,422.04,90019
Cynoscion regalis,Pelagico,428.01,102934
Cynoscion regalis,Pelagico,435.59,141728
Cynoscion regalis,Pelagico,551.78,298649
Cynoscion regalis,Pelagico,558.34,693392
Cynoscion regalis,Pelagico,563.04,486275
Cynoscion regalis,Pelagico,563.51,384882
Cynoscion regalis,Pelagico,565.14,632957
Cynoscion regalis,Pelagico,580.64,932739
Cynoscion regalis,Pelagico,596.55,1704954
Cynoscion regalis,Pelagico,609.41,686676
Cynoscion regalis,Pelagico,612.54,887284
Cynoscion regalis,Pelagico,614.66,637034
Cynoscion regalis,Pelagico,619.92,800959
Cynoscion regalis,Pelagico,621.09,539928
Cynoscion regalis,Pelagico,622.96,939008
Cynoscion regalis,Pelagico,626.81,591674
Cynoscion regalis,Pelagico,645.67,1853568
Cynoscion regalis,Pelagico,653.01,1331481
Cynoscion regalis,Pelagico,674.33,1333536
Cynoscion regalis,Pelagico,688.38,891235
Cynoscion regalis,Pelagico,699.55,1232025
Cynoscion regalis,Pelagico,702.82,1525394
Cynoscion regalis,Pelagico,716.34,2163872
Cynoscion regalis,Pelagico,724.06,1479990
Cynoscion regalis,Pelagico,745.01,1859564
Cynoscion regalis,Pelagico,745.02,1861721
Cynoscion regalis,Pelagico,777.64,1676042
Cynoscion striatus,Pelagico,253,52366
Cynoscion striatus,Pelagico,258,45347
Cynoscion striatus,Pelagico,265,69092
Cynoscion striatus,Pelagico,270,63082
Cynoscion striatus,Pelagico,275,98573
Decapterus punctatus,Pelagico,119,6200
Decapterus punctatus,Pelagico,174,51000
Elacatinus oceanops,Demersal,30,375
Elagatis bipinnulata,Pelagico,519.35,469590
Elagatis bipinnulata,Pelagico,525.16,500780
Elagatis bipinnulata,Pelagico,558.85,775430
Elagatis bipinnulata,Pelagico,559.15,760840
Elagatis bipinnulata,Pelagico,564.93,575370
Elagatis bipinnulata,Pelagico,579.33,754380
Elagatis bipinnulata,Pelagico,590.04,795940
Elagatis bipinnulata,Pelagico,590.05,864690
Elagatis bipinnulata,Pelagico,614.85,1010300
Elagatis bipinnulata,Pelagico,619.62,1453500
Elagatis bipinnulata,Pelagico,624.7,1570100
Elagatis bipinnulata,Pelagico,629.83,1497300
Elagatis bipinnulata,Pelagico,639.66,1832300
Elagatis bipinnulata,Pelagico,660.15,1639500
Elagatis bipinnulata,Pelagico,669.3,1377400
Elagatis bipinnulata,Pelagico,689.95,1614200
Elagatis bipinnulata,Pelagico,712.12,1130100
Elagatis bipinnulata,Pelagico,714.86,1044600
Elagatis bipinnulata,Pelagico,714.88,1155100
Elagatis bipinnulata,Pelagico,759.34,2073500
Elagatis bipinnulata,Pelagico,775.45,1287800
Elagatis bipinnulata,Pelagico,789.03,2441400
Elagatis bipinnulata,Pelagico,799.51,2525200
Elagatis bipinnulata,Pelagico,809.42,2587200
Elagatis bipinnulata,Pelagico,819.69,2394300
Elagatis bipinnulata,Pelagico,819.69,2401600
Elagatis bipinnulata,Pelagico,844.91,1557900
Elagatis bipinnulata,Pelagico,879.55,2453000
Elagatis bipinnulata,Pelagico,909.3,2635300
Eleginus nawaga,Demersal,190,40500
Engraulis anchoita,Pelagico,101.1878,4076
Engraulis anchoita,Pelagico,101.5926,5679
Engraulis anchoita,Pelagico,105.772,1641
Engraulis anchoita,Pelagico,108.1496,3437
Engraulis anchoita,Pelagico,108.4066,2540
Engraulis anchoita,Pelagico,110.5218,4399
Engraulis anchoita,Pelagico,112.6306,5297
Engraulis anchoita,Pelagico,114.7231,3695
Engraulis anchoita,Pelagico,115.6596,6195
Engraulis anchoita,Pelagico,116.5682,4465
Engraulis anchoita,Pelagico,116.9548,3311
Engraulis anchoita,Pelagico,117.8948,6324
Engraulis anchoita,Pelagico,119.3284,4466
Engraulis anchoita,Pelagico,120.4999,2735
Engraulis anchoita,Pelagico,120.9186,6453
Engraulis anchoita,Pelagico,122.3467,3761
Engraulis anchoita,Pelagico,123.2626,3121
Engraulis anchoita,Pelagico,125.8959,3826
Engraulis anchoita,Pelagico,125.9283,8762
Engraulis anchoita,Pelagico,126.8269,5493
Engraulis anchoita,Pelagico,126.9621,6070
Engraulis anchoita,Pelagico,127.5077,9083
Engraulis anchoita,Pelagico,128.9332,6007
Engraulis anchoita,Pelagico,129.0609,5430
Engraulis anchoita,Pelagico,131.2017,11200
Engraulis anchoita,Pelagico,131.3075,7289
Engraulis anchoita,Pelagico,131.6928,5943
Engraulis anchoita,Pelagico,132.9041,10238
Engraulis anchoita,Pelagico,133.9476,9021
Engraulis anchoita,Pelagico,133.9834,14470
Engraulis anchoita,Pelagico,135.6655,10432
Engraulis anchoita,Pelagico,135.6676,10752
Engraulis anchoita,Pelagico,136.8572,11778
Engraulis anchoita,Pelagico,137.2406,10111
Engraulis anchoita,Pelagico,137.6501,12419
Engraulis anchoita,Pelagico,138.0545,13958
Engraulis anchoita,Pelagico,138.9775,14407
Engraulis anchoita,Pelagico,139.8571,8253
Engraulis anchoita,Pelagico,140.5433,12676
Engraulis anchoita,Pelagico,140.7687,26971
Engraulis anchoita,Pelagico,140.7851,9471
Engraulis anchoita,Pelagico,141.0657,12164
Engraulis anchoita,Pelagico,141.2692,3125
Engraulis anchoita,Pelagico,141.9794,11202
Engraulis anchoita,Pelagico,141.9971,13895
Engraulis anchoita,Pelagico,142.4841,7997
Engraulis anchoita,Pelagico,143.5491,10049
Engraulis anchoita,Pelagico,143.6957,12357
Engraulis anchoita,Pelagico,143.7096,14472
Engraulis anchoita,Pelagico,143.7382,18831
Engraulis anchoita,Pelagico,144.7214,8447
Engraulis anchoita,Pelagico,145.5474,14152
Engraulis anchoita,Pelagico,145.5564,15498
Engraulis anchoita,Pelagico,145.7026,17742
Engraulis anchoita,Pelagico,145.7763,8960
Engraulis anchoita,Pelagico,146.1786,10178
Engraulis anchoita,Pelagico,146.1934,12422
Engraulis anchoita,Pelagico,146.5796,11204
Engraulis anchoita,Pelagico,147.2343,10819
Engraulis anchoita,Pelagico,147.6122,8319
Engraulis anchoita,Pelagico,147.9134,14153
Engraulis anchoita,Pelagico,148.2988,12807
Engraulis anchoita,Pelagico,148.4243,11909
Engraulis anchoita,Pelagico,148.4421,14602
Engraulis anchoita,Pelagico,148.5899,17102
Engraulis anchoita,Pelagico,148.7959,8448
Engraulis anchoita,Pelagico,148.8073,10179
Engraulis anchoita,Pelagico,148.8558,17550
Engraulis anchoita,Pelagico,149.3537,13320
Engraulis anchoita,Pelagico,149.8403,7358
Engraulis anchoita,Pelagico,150.1646,16717
Engraulis anchoita,Pelagico,150.2902,15820
Engraulis anchoita,Pelagico,150.8635,23064
Engraulis anchoita,Pelagico,151.0573,12551
Engraulis anchoita,Pelagico,151.0775,15628
Engraulis anchoita,Pelagico,151.4179,7423
Engraulis anchoita,Pelagico,151.8378,11333
Engraulis anchoita,Pelagico,151.9015,21013
Engraulis anchoita,Pelagico,152.5064,13064
Engraulis anchoita,Pelagico,152.774,13769
Engraulis anchoita,Pelagico,152.8039,18321
Engraulis anchoita,Pelagico,153.1868,16590
Engraulis anchoita,Pelagico,153.3372,19475
Engraulis anchoita,Pelagico,153.3978,8706
Engraulis anchoita,Pelagico,153.7412,20949
Engraulis anchoita,Pelagico,153.8098,11398
Engraulis anchoita,Pelagico,153.865,19795
Engraulis anchoita,Pelagico,154.6667,21783
Engraulis anchoita,Pelagico,155.4729,4475
Engraulis anchoita,Pelagico,155.6634,13450
Engraulis anchoita,Pelagico,155.6886,17296
Engraulis anchoita,Pelagico,155.8096,15693
Engraulis anchoita,Pelagico,155.9132,11463
Engraulis anchoita,Pelagico,155.9773,21206
Engraulis anchoita,Pelagico,156.0767,16334
Engraulis anchoita,Pelagico,156.08,16847
Engraulis anchoita,Pelagico,156.6917,9924
Engraulis anchoita,Pelagico,157.1037,12617
Engraulis anchoita,Pelagico,157.5549,21271
Engraulis anchoita,Pelagico,157.6324,13066
Engraulis anchoita,Pelagico,157.7997,18514
Engraulis anchoita,Pelagico,157.9172,16399
Engraulis anchoita,Pelagico,157.9201,16848
Engraulis anchoita,Pelagico,157.9395,19796
Engraulis anchoita,Pelagico,158.0086,10309
Engraulis anchoita,Pelagico,158.3069,15694
Engraulis anchoita,Pelagico,158.4012,10053
Engraulis anchoita,Pelagico,158.5659,15117
Engraulis anchoita,Pelagico,158.8082,11976
Engraulis anchoita,Pelagico,158.9143,8130
Engraulis anchoita,Pelagico,158.9447,12745
Engraulis anchoita,Pelagico,159.636,17938
Engraulis anchoita,Pelagico,159.7455,14605
Engraulis anchoita,Pelagico,159.775,19092
Engraulis anchoita,Pelagico,160.5375,15118
Engraulis anchoita,Pelagico,161.3029,11592
Engraulis anchoita,Pelagico,161.4129,28323
Engraulis anchoita,Pelagico,161.5977,36464
Engraulis anchoita,Pelagico,161.9702,13131
Engraulis anchoita,Pelagico,162.2436,14734
Engraulis anchoita,Pelagico,162.6497,16528
Engraulis anchoita,Pelagico,162.8169,21977
