  Especie,Desove,LT,Fec
Pleuronectes platessa,Pelagico,432,205800
Pleuronectes platessa,Pelagico,432,210200
Pleuronectes platessa,Pelagico,432,241200
Pleuronectes platessa,Pelagico,432,249200
Pleuronectes platessa,Pelagico,432,295100
Pleuronectes platessa,Pelagico,433,168800
Pleuronectes platessa,Pelagico,433,171900
Pleuronectes platessa,Pelagico,433,190200
Pleuronectes platessa,Pelagico,433,203800
Pleuronectes platessa,Pelagico,433,212900
Pleuronectes platessa,Pelagico,433,236300
Pleuronectes platessa,Pelagico,434,157600
Pleuronectes platessa,Pelagico,434,200100
Pleuronectes platessa,Pelagico,434,252300
Pleuronectes platessa,Pelagico,435,192700
Pleuronectes platessa,Pelagico,435,192800
Pleuronectes platessa,Pelagico,435,200700
Pleuronectes platessa,Pelagico,435,239200
Pleuronectes platessa,Pelagico,436,181800
Pleuronectes platessa,Pelagico,436,221800
Pleuronectes platessa,Pelagico,436,282900
Pleuronectes platessa,Pelagico,437,138800
Pleuronectes platessa,Pelagico,437,206300
Pleuronectes platessa,Pelagico,437,254200
Pleuronectes platessa,Pelagico,437,268200
Pleuronectes platessa,Pelagico,438,228700
Pleuronectes platessa,Pelagico,438,244000
Pleuronectes platessa,Pelagico,439,140900
Pleuronectes platessa,Pelagico,439,272600
Pleuronectes platessa,Pelagico,439,292700
Pleuronectes platessa,Pelagico,440,137400
Pleuronectes platessa,Pelagico,440,181200
Pleuronectes platessa,Pelagico,440,196300
Pleuronectes platessa,Pelagico,440,290100
Pleuronectes platessa,Pelagico,441,172800
Pleuronectes platessa,Pelagico,441,189400
Pleuronectes platessa,Pelagico,441,255300
Pleuronectes platessa,Pelagico,441,258200
Pleuronectes platessa,Pelagico,441,263200
Pleuronectes platessa,Pelagico,441,339000
Pleuronectes platessa,Pelagico,442,183100
Pleuronectes platessa,Pelagico,442,240000
Pleuronectes platessa,Pelagico,442,313500
Pleuronectes platessa,Pelagico,443,128900
Pleuronectes platessa,Pelagico,443,231800
Pleuronectes platessa,Pelagico,444,201900
Pleuronectes platessa,Pelagico,444,234500
Pleuronectes platessa,Pelagico,445,124400
Pleuronectes platessa,Pelagico,446,193800
Pleuronectes platessa,Pelagico,446,247600
Pleuronectes platessa,Pelagico,446,297400
Pleuronectes platessa,Pelagico,447,350400
Pleuronectes platessa,Pelagico,448,179400
Pleuronectes platessa,Pelagico,448,224900
Pleuronectes platessa,Pelagico,448,278700
Pleuronectes platessa,Pelagico,448,310100
Pleuronectes platessa,Pelagico,449,230900
Pleuronectes platessa,Pelagico,449,253200
Pleuronectes platessa,Pelagico,449,339200
Pleuronectes platessa,Pelagico,450,152600
Pleuronectes platessa,Pelagico,450,158800
Pleuronectes platessa,Pelagico,450,242000
Pleuronectes platessa,Pelagico,451,166800
Pleuronectes platessa,Pelagico,452,174600
Pleuronectes platessa,Pelagico,453,120600
Pleuronectes platessa,Pelagico,453,395500
Pleuronectes platessa,Pelagico,454,191300
Pleuronectes platessa,Pelagico,454,305500
Pleuronectes platessa,Pelagico,455,165100
Pleuronectes platessa,Pelagico,455,181100
Pleuronectes platessa,Pelagico,456,207200
Pleuronectes platessa,Pelagico,456,307500
Pleuronectes platessa,Pelagico,457,178800
Pleuronectes platessa,Pelagico,457,217800
Pleuronectes platessa,Pelagico,458,188600
Pleuronectes platessa,Pelagico,458,216900
Pleuronectes platessa,Pelagico,459,232700
Pleuronectes platessa,Pelagico,459,237700
Pleuronectes platessa,Pelagico,460,208300
Pleuronectes platessa,Pelagico,460,220300
Pleuronectes platessa,Pelagico,460,225400
Pleuronectes platessa,Pelagico,460,259900
Pleuronectes platessa,Pelagico,460,297700
Pleuronectes platessa,Pelagico,460,327800
Pleuronectes platessa,Pelagico,461,254000
Pleuronectes platessa,Pelagico,461,256500
Pleuronectes platessa,Pelagico,462,283600
Pleuronectes platessa,Pelagico,464,316500
Pleuronectes platessa,Pelagico,465,164300
Pleuronectes platessa,Pelagico,465,194400
Pleuronectes platessa,Pelagico,465,223300
Pleuronectes platessa,Pelagico,466,231900
Pleuronectes platessa,Pelagico,466,306200
Pleuronectes platessa,Pelagico,467,248700
Pleuronectes platessa,Pelagico,467,256500
Pleuronectes platessa,Pelagico,467,271900
Pleuronectes platessa,Pelagico,467,365900
Pleuronectes platessa,Pelagico,468,251500
Pleuronectes platessa,Pelagico,469,146000
Pleuronectes platessa,Pelagico,469,241300
Pleuronectes platessa,Pelagico,469,272500
Pleuronectes platessa,Pelagico,472,345900
Pleuronectes platessa,Pelagico,473,169700
Pleuronectes platessa,Pelagico,473,199000
Pleuronectes platessa,Pelagico,473,386300
Pleuronectes platessa,Pelagico,474,222400
Pleuronectes platessa,Pelagico,474,352500
Pleuronectes platessa,Pelagico,475,260500
Pleuronectes platessa,Pelagico,475,317000
Pleuronectes platessa,Pelagico,476,281400
Pleuronectes platessa,Pelagico,478,218200
Pleuronectes platessa,Pelagico,478,273700
Pleuronectes platessa,Pelagico,478,388600
Pleuronectes platessa,Pelagico,479,129300
Pleuronectes platessa,Pelagico,480,384000
Pleuronectes platessa,Pelagico,482,264200
Pleuronectes platessa,Pelagico,482,275500
Pleuronectes platessa,Pelagico,483,199400
Pleuronectes platessa,Pelagico,484,351200
Pleuronectes platessa,Pelagico,485,344900
Pleuronectes platessa,Pelagico,486,304000
Pleuronectes platessa,Pelagico,486,314700
Pleuronectes platessa,Pelagico,487,368200
Pleuronectes platessa,Pelagico,488,255600
Pleuronectes platessa,Pelagico,488,360000
Pleuronectes platessa,Pelagico,491,297200
Pleuronectes platessa,Pelagico,491,409800
Pleuronectes platessa,Pelagico,492,195700
Pleuronectes platessa,Pelagico,492,238400
Pleuronectes platessa,Pelagico,492,242900
Pleuronectes platessa,Pelagico,493,353400
Pleuronectes platessa,Pelagico,494,307100
Pleuronectes platessa,Pelagico,496,243100
Pleuronectes platessa,Pelagico,496,299000
Pleuronectes platessa,Pelagico,496,318900
Pleuronectes platessa,Pelagico,498,390500
Pleuronectes platessa,Pelagico,502,273800
Pleuronectes platessa,Pelagico,502,327800
Pleuronectes platessa,Pelagico,502,382200
Pleuronectes platessa,Pelagico,504,355300
Pleuronectes platessa,Pelagico,504,415000
Pleuronectes platessa,Pelagico,505,414000
Pleuronectes platessa,Pelagico,506,359100
Pleuronectes platessa,Pelagico,506,407900
Pleuronectes platessa,Pelagico,509,373400
Pleuronectes platessa,Pelagico,511,360700
Pleuronectes platessa,Pelagico,513,496300
Pleuronectes platessa,Pelagico,514,284200
Pleuronectes platessa,Pelagico,515,337700
Pleuronectes platessa,Pelagico,516,324600
Pleuronectes platessa,Pelagico,517,218900
Pleuronectes platessa,Pelagico,517,330800
Pleuronectes platessa,Pelagico,518,373500
Pleuronectes platessa,Pelagico,519,260100
Pleuronectes platessa,Pelagico,520,155000
Pleuronectes platessa,Pelagico,521,174400
Pleuronectes platessa,Pelagico,522,516500
Pleuronectes platessa,Pelagico,523,248700
Pleuronectes platessa,Pelagico,528,371000
Pleuronectes platessa,Pelagico,529,377700
Pleuronectes platessa,Pelagico,530,379900
Pleuronectes platessa,Pelagico,531,430700
Pleuronectes platessa,Pelagico,531,446200
Pleuronectes platessa,Pelagico,532,365000
Pleuronectes platessa,Pelagico,536,231800
Pleuronectes platessa,Pelagico,540,340100
Pleuronectes platessa,Pelagico,540,597900
Pleuronectes platessa,Pelagico,545,305100
Pleuronectes platessa,Pelagico,547,311400
Pleuronectes platessa,Pelagico,547,458400
Pleuronectes platessa,Pelagico,548,582700
Pleuronectes platessa,Pelagico,554,336100
Pleuronectes platessa,Pelagico,558,270800
Pleuronectes platessa,Pelagico,558,358000
Pleuronectes platessa,Pelagico,559,383000
Pleuronectes platessa,Pelagico,563,379400
Pleuronectes platessa,Pelagico,588,363300
Pleuronectes platessa,Pelagico,613,754600
Pleuronectes platessa,Pelagico,639,429500
Pleuronectes platessa,Pelagico,649,560500
Pomacanthus zonipectus,Pelagico,190.9234,26631
Pomacanthus zonipectus,Pelagico,194.963,25456
Pomacanthus zonipectus,Pelagico,202.959,49160
Pomacanthus zonipectus,Pelagico,203.9457,40873
Pomacanthus zonipectus,Pelagico,210.0111,62401
Pomacentrus coelestis,Demersal,38.4136,1702.8244
Pomacentrus coelestis,Demersal,39.0333,1390.6223
Pomacentrus coelestis,Demersal,39.9617,1998.3898
Pomacentrus coelestis,Demersal,39.9651,1885.233
Pomacentrus coelestis,Demersal,40.4365,3337.5642
Pomacentrus coelestis,Demersal,40.4733,1885.0577
Pomacentrus coelestis,Demersal,40.9727,2538.4101
Pomacentrus coelestis,Demersal,40.9838,1876.52
Pomacentrus coelestis,Demersal,41.3845,2659.8618
Pomacentrus coelestis,Demersal,41.4011,3107.887
Pomacentrus coelestis,Demersal,41.4224,2178.4158
Pomacentrus coelestis,Demersal,41.4229,2897.2263
Pomacentrus coelestis,Demersal,41.4417,1918.7734
Pomacentrus coelestis,Demersal,41.928,2079.9727
Pomacentrus coelestis,Demersal,41.9327,3062.9101
Pomacentrus coelestis,Demersal,41.9515,3141.5563
Pomacentrus coelestis,Demersal,42.0051,2091.4365
Pomacentrus coelestis,Demersal,42.4264,2630.0469
Pomacentrus coelestis,Demersal,42.9087,2378.7168
Pomacentrus coelestis,Demersal,42.9102,2810.2011
Pomacentrus coelestis,Demersal,42.9313,3020.7226
Pomacentrus coelestis,Demersal,42.9452,3473.8512
Pomacentrus coelestis,Demersal,43.4591,3908.4885
Pomacentrus coelestis,Demersal,43.9092,1979.1881
Pomacentrus coelestis,Demersal,43.9277,1864.7922
Pomacentrus coelestis,Demersal,43.934,2426.1781
Pomacentrus coelestis,Demersal,43.9615,4439.8105
Pomacentrus coelestis,Demersal,44.383,3977.2133
Pomacentrus coelestis,Demersal,44.3973,3096.7837
Pomacentrus coelestis,Demersal,44.4017,3851.464
Pomacentrus coelestis,Demersal,44.9192,3294.8809
Pomacentrus coelestis,Demersal,44.9224,4029.0249
Pomacentrus coelestis,Demersal,44.9354,4621.8065
Pomacentrus coelestis,Demersal,44.9405,3468.8948
Pomacentrus coelestis,Demersal,44.9516,4846.2164
Pomacentrus coelestis,Demersal,44.9586,2588.2291
Pomacentrus coelestis,Demersal,44.9741,2112.9684
Pomacentrus coelestis,Demersal,45.4016,4189.8239
Pomacentrus coelestis,Demersal,45.9661,5864.4715
Pomacentrus coelestis,Demersal,45.9662,4675.8401
Pomacentrus coelestis,Demersal,45.9918,2730.0419
Pomacentrus coelestis,Demersal,46.2603,4097.6202
Pomacentrus coelestis,Demersal,46.4508,2700.8054
Pomacentrus coelestis,Demersal,46.9403,3031.7465
Pomacentrus coelestis,Demersal,46.9857,2679.1381
Pomacentrus coelestis,Demersal,47.3948,3807.5958
Pomacentrus coelestis,Demersal,47.4334,4435.5298
Pomacentrus coelestis,Demersal,47.4335,4383.3023
Pomacentrus coelestis,Demersal,47.4698,5017.3592
Pomacentrus coelestis,Demersal,47.4757,2495.9603
Pomacentrus coelestis,Demersal,47.9102,5112.4844
Pomacentrus coelestis,Demersal,47.9143,3999.8058
Pomacentrus coelestis,Demersal,47.9163,4790.0862
Pomacentrus coelestis,Demersal,47.9311,5980.9971
Pomacentrus coelestis,Demersal,47.9314,4933.9857
Pomacentrus coelestis,Demersal,47.9576,3025.6505
Pomacentrus coelestis,Demersal,47.9963,4061.4615
Pomacentrus coelestis,Demersal,48.464,3220.886
Pomacentrus coelestis,Demersal,48.9012,2676.9196
Pomacentrus coelestis,Demersal,48.9428,2446.1345
Pomacentrus coelestis,Demersal,48.9529,2554.141
Pomacentrus coelestis,Demersal,48.9659,5969.0279
Pomacentrus coelestis,Demersal,49.3545,3812.9404
Pomacentrus coelestis,Demersal,49.3958,5059.3332
Pomacentrus coelestis,Demersal,49.8706,5762.8529
Pomacentrus coelestis,Demersal,49.875,4458.5013
Pomacentrus coelestis,Demersal,49.8768,5204.9013
Pomacentrus coelestis,Demersal,49.9655,3186.956
Pomacentrus coelestis,Demersal,50.4571,4987.5197
Pomacentrus coelestis,Demersal,50.4621,6213.4645
Pomacentrus coelestis,Demersal,50.506,5542.1961
Pomacentrus coelestis,Demersal,50.9472,5895.3814
Pomacentrus coelestis,Demersal,50.9731,4360.2951
Pomacentrus coelestis,Demersal,50.9881,5046.1215
Pomacentrus coelestis,Demersal,51.8256,5037.9543
Pomacentrus coelestis,Demersal,52.4581,3677.4931
Pomacentrus coelestis,Demersal,53.8502,4649.559
Pomacentrus coelestis,Demersal,54.2979,5986.5802
Pomacentrus coelestis,Demersal,54.3703,5408.553
Pomacentrus coelestis,Demersal,54.386,4998.9238
Pomacentrus coelestis,Demersal,54.8932,6026.5954
Pomatoschistus minutus,Demersal,62.5,1430
Pomatoschistus minutus,Demersal,62.5,1622
Pomatoschistus minutus,Demersal,62.5,1979
Pomatoschistus minutus,Demersal,62.5,2080
Pomatoschistus minutus,Demersal,62.5,2277
Pomatoschistus minutus,Demersal,62.5,2359
Pomatoschistus minutus,Demersal,62.5,2653
Pomatoschistus minutus,Demersal,62.5,2726
Pomatoschistus minutus,Demersal,62.5,2753
Pomatoschistus minutus,Demersal,67.5,1904
Pomatoschistus minutus,Demersal,67.5,1976
Pomatoschistus minutus,Demersal,67.5,2510
Pomatoschistus minutus,Demersal,67.5,2619
Pomatoschistus minutus,Demersal,67.5,2838
Pomatoschistus minutus,Demersal,67.5,2958
Pomatoschistus minutus,Demersal,67.5,2974
Pomatoschistus minutus,Demersal,67.5,3242
Pomatoschistus minutus,Demersal,72.5,2195
Pomatoschistus minutus,Demersal,72.5,2215
Pomatoschistus minutus,Demersal,72.5,2418
Pomatoschistus minutus,Demersal,72.5,2774
Pomatoschistus minutus,Demersal,72.5,2821
Pomatoschistus minutus,Demersal,72.5,3022
Pomatoschistus minutus,Demersal,72.5,3809
Pomatoschistus minutus,Demersal,77.5,3069
Pomatoschistus minutus,Demersal,77.5,3393
Pomatoschistus minutus,Demersal,77.5,3494
Pomatoschistus minutus,Demersal,77.5,4070
Pseudopleuronectes americanus,Demersal,250,222491
Pseudopleuronectes americanus,Demersal,256,902800
Pseudopleuronectes americanus,Demersal,266,364602
Pseudopleuronectes americanus,Demersal,300,614823
Pseudopleuronectes americanus,Demersal,305,619677
Pseudopleuronectes americanus,Demersal,314,568533
Pseudopleuronectes americanus,Demersal,315,192240
Pseudopleuronectes americanus,Demersal,320,369831
Pseudopleuronectes americanus,Demersal,327,679486
Pseudopleuronectes americanus,Demersal,330,616280
Pseudopleuronectes americanus,Demersal,330,753385
Pseudopleuronectes americanus,Demersal,334,832196
Pseudopleuronectes americanus,Demersal,359,896455
Pseudopleuronectes americanus,Demersal,360,822999
Pseudopleuronectes americanus,Demersal,374,1035653
Pseudopleuronectes americanus,Demersal,390,1131404
Pseudopleuronectes americanus,Demersal,396,1390495
Reinhardtius hippoglossoides,Pelagico,479.74,6761
Reinhardtius hippoglossoides,Pelagico,509.89,7740
Reinhardtius hippoglossoides,Pelagico,540.02,15128
Reinhardtius hippoglossoides,Pelagico,559.99,9545
Reinhardtius hippoglossoides,Pelagico,569.85,16033
Reinhardtius hippoglossoides,Pelagico,570.02,14192
Reinhardtius hippoglossoides,Pelagico,570.03,12130
Reinhardtius hippoglossoides,Pelagico,570.04,9994
Reinhardtius hippoglossoides,Pelagico,580.04,22228
Reinhardtius hippoglossoides,Pelagico,580.07,13979
Reinhardtius hippoglossoides,Pelagico,580.1,8308
Reinhardtius hippoglossoides,Pelagico,590.08,26801
Reinhardtius hippoglossoides,Pelagico,590.27,20688
Reinhardtius hippoglossoides,Pelagico,590.28,17522
Reinhardtius hippoglossoides,Pelagico,599.81,23568
Reinhardtius hippoglossoides,Pelagico,599.98,22463
Reinhardtius hippoglossoides,Pelagico,600.01,14141
Reinhardtius hippoglossoides,Pelagico,600.04,8102
Reinhardtius hippoglossoides,Pelagico,600.16,18044
Reinhardtius hippoglossoides,Pelagico,609.86,24680
Reinhardtius hippoglossoides,Pelagico,609.9,15474
Reinhardtius hippoglossoides,Pelagico,610.05,18199
Reinhardtius hippoglossoides,Pelagico,610.05,19009
Reinhardtius hippoglossoides,Pelagico,610.06,17168
Reinhardtius hippoglossoides,Pelagico,619.91,27560
Reinhardtius hippoglossoides,Pelagico,619.95,15334
Reinhardtius hippoglossoides,Pelagico,620.1,19974
Reinhardtius hippoglossoides,Pelagico,620.25,23067
Reinhardtius hippoglossoides,Pelagico,620.26,21962
Reinhardtius hippoglossoides,Pelagico,629.96,26168
Reinhardtius hippoglossoides,Pelagico,629.98,22043
Reinhardtius hippoglossoides,Pelagico,629.99,17845
Reinhardtius hippoglossoides,Pelagico,630,15120
Reinhardtius hippoglossoides,Pelagico,630.02,11070
Reinhardtius hippoglossoides,Pelagico,630.12,27199
Reinhardtius hippoglossoides,Pelagico,630.12,29482
Reinhardtius hippoglossoides,Pelagico,640,31257
Reinhardtius hippoglossoides,Pelagico,640.08,9899
Reinhardtius hippoglossoides,Pelagico,640.09,7321
Reinhardtius hippoglossoides,Pelagico,640.17,28900
Reinhardtius hippoglossoides,Pelagico,650.01,42680
Reinhardtius hippoglossoides,Pelagico,650.05,30381
Reinhardtius hippoglossoides,Pelagico,650.06,28981
Reinhardtius hippoglossoides,Pelagico,650.26,19186
Reinhardtius hippoglossoides,Pelagico,650.4,25225
Reinhardtius hippoglossoides,Pelagico,660.07,39226
Reinhardtius hippoglossoides,Pelagico,660.08,37090
Reinhardtius hippoglossoides,Pelagico,660.1,30830
Reinhardtius hippoglossoides,Pelagico,660.11,28768
Reinhardtius hippoglossoides,Pelagico,660.12,28031
Reinhardtius hippoglossoides,Pelagico,660.31,19193
Reinhardtius hippoglossoides,Pelagico,670,27523
Reinhardtius hippoglossoides,Pelagico,670,28038
Reinhardtius hippoglossoides,Pelagico,670.13,38570
Reinhardtius hippoglossoides,Pelagico,670.14,36582
Reinhardtius hippoglossoides,Pelagico,670.15,33783
Reinhardtius hippoglossoides,Pelagico,670.18,24503
Reinhardtius hippoglossoides,Pelagico,670.21,15960
Reinhardtius hippoglossoides,Pelagico,680.02,37473
Reinhardtius hippoglossoides,Pelagico,680.2,33349
Reinhardtius hippoglossoides,Pelagico,680.24,23332
Reinhardtius hippoglossoides,Pelagico,690.08,36155
Reinhardtius hippoglossoides,Pelagico,690.26,31957
Reinhardtius hippoglossoides,Pelagico,700.12,38077
Reinhardtius hippoglossoides,Pelagico,700.12,39992
Reinhardtius hippoglossoides,Pelagico,700.13,35720
Reinhardtius hippoglossoides,Pelagico,700.14,32848
Reinhardtius hippoglossoides,Pelagico,700.16,27619
Reinhardtius hippoglossoides,Pelagico,700.17,25483
Reinhardtius hippoglossoides,Pelagico,700.18,23936
Reinhardtius hippoglossoides,Pelagico,700.35,20990
Reinhardtius hippoglossoides,Pelagico,709.97,50163
Reinhardtius hippoglossoides,Pelagico,710.02,35138
Reinhardtius hippoglossoides,Pelagico,710.16,43240
Reinhardtius hippoglossoides,Pelagico,710.16,43903
Reinhardtius hippoglossoides,Pelagico,720.07,35809
Reinhardtius hippoglossoides,Pelagico,720.21,43100
Reinhardtius hippoglossoides,Pelagico,720.23,38607
Reinhardtius hippoglossoides,Pelagico,720.23,39049
Reinhardtius hippoglossoides,Pelagico,730.25,46053
Reinhardtius hippoglossoides,Pelagico,730.25,46937
Reinhardtius hippoglossoides,Pelagico,730.36,61373
Reinhardtius hippoglossoides,Pelagico,740.1,57329
Reinhardtius hippoglossoides,Pelagico,760.03,60290
Reinhardtius hippoglossoides,Pelagico,769.97,46819
Reinhardtius hippoglossoides,Pelagico,780.1,70394
Reinhardtius hippoglossoides,Pelagico,790.57,44919
Reinhardtius hippoglossoides,Pelagico,800.38,67464
Rhomboplites aurorubens,Pelagico,211.4,42830
Rhomboplites aurorubens,Pelagico,230.71,24600
Rhomboplites aurorubens,Pelagico,255.12,4350
Rhomboplites aurorubens,Pelagico,260.52,77700
Rhomboplites aurorubens,Pelagico,262.45,51230
Rhomboplites aurorubens,Pelagico,287.62,216330
Rhomboplites aurorubens,Pelagico,290.07,67660
Rhomboplites aurorubens,Pelagico,298.09,33090
Rhomboplites aurorubens,Pelagico,309.36,293840
Rhomboplites aurorubens,Pelagico,353.53,114820
Rhomboplites aurorubens,Pelagico,354.11,257390
Rhomboplites aurorubens,Pelagico,377.81,314550
Rhomboplites aurorubens,Pelagico,382.91,64070
Rhomboplites aurorubens,Pelagico,424.01,131490
Rhomboplites aurorubens,Pelagico,432.52,217070
Rhomboplites aurorubens,Pelagico,436.18,115260
Rhomboplites aurorubens,Pelagico,438.18,353540
Rhomboplites aurorubens,Pelagico,443.65,194720
Rhomboplites aurorubens,Pelagico,471.53,274290
Rhomboplites aurorubens,Pelagico,479.04,365980
Rhomboplites aurorubens,Pelagico,481.22,398580
Rhomboplites aurorubens,Pelagico,488.74,492310
Rhomboplites aurorubens,Pelagico,489.54,687820
Rhomboplites aurorubens,Pelagico,489.91,278460
Rhomboplites aurorubens,Pelagico,495.81,847740
Rhomboplites aurorubens,Pelagico,496.06,1035110
Rhomboplites aurorubens,Pelagico,500.51,624750
Rhomboplites aurorubens,Pelagico,503.7,655310
Rhomboplites aurorubens,Pelagico,505.37,315200
Rhomboplites aurorubens,Pelagico,508.09,732730
Rhomboplites aurorubens,Pelagico,508.28,779570
Rhomboplites aurorubens,Pelagico,515.86,1385520
Rhomboplites aurorubens,Pelagico,517.46,1028090
Rhomboplites aurorubens,Pelagico,521.17,685950
Rhomboplites aurorubens,Pelagico,529.58,747100
Rhomboplites aurorubens,Pelagico,534.67,494580
Rhomboplites aurorubens,Pelagico,536.27,1011900
Rhomboplites aurorubens,Pelagico,546.89,1612760
Rhomboplites aurorubens,Pelagico,547.92,741080
Rhomboplites aurorubens,Pelagico,562.93,1792070
Rhomboplites aurorubens,Pelagico,583.49,1579340
Rudarius ercodes,Dispersador,37,3150
Rudarius ercodes,Dispersador,50,2560
Rudarius ercodes,Dispersador,63,8180
Sardinops sagax,Pelagico,128.04,4377
Sardinops sagax,Pelagico,128.1,7705
Sardinops sagax,Pelagico,128.95,6211
Sardinops sagax,Pelagico,130.05,8315
Sardinops sagax,Pelagico,131.87,4647
Sardinops sagax,Pelagico,131.94,6413
Sardinops sagax,Pelagico,131.94,10216
Sardinops sagax,Pelagico,133.03,6141
Sardinops sagax,Pelagico,133.03,9469
Sardinops sagax,Pelagico,133.09,7635
Sardinops sagax,Pelagico,134.01,6480
Sardinops sagax,Pelagico,134.01,9672
Sardinops sagax,Pelagico,134.07,7431
Sardinops sagax,Pelagico,134.49,7091
Sardinops sagax,Pelagico,134.86,4850
Sardinops sagax,Pelagico,134.98,10283
Sardinops sagax,Pelagico,135.47,8178
Sardinops sagax,Pelagico,135.95,10962
Sardinops sagax,Pelagico,136.08,5393
Sardinops sagax,Pelagico,136.08,7362
Sardinops sagax,Pelagico,137.05,11369
Sardinops sagax,Pelagico,137.11,4034
Sardinops sagax,Pelagico,137.11,7158
Sardinops sagax,Pelagico,137.96,8380
Sardinops sagax,Pelagico,137.96,10146
Sardinops sagax,Pelagico,138.09,7837
Sardinops sagax,Pelagico,138.76,3083
Sardinops sagax,Pelagico,139.06,7361
Sardinops sagax,Pelagico,139.06,9466
Sardinops sagax,Pelagico,139.12,11775
Sardinops sagax,Pelagico,139.18,6207
Sardinops sagax,Pelagico,139.42,8108
Sardinops sagax,Pelagico,139.42,13745
Sardinops sagax,Pelagico,140.03,9262
Sardinops sagax,Pelagico,140.09,6138
Sardinops sagax,Pelagico,140.09,7361
Sardinops sagax,Pelagico,140.09,8108
Sardinops sagax,Pelagico,140.46,6206
Sardinops sagax,Pelagico,140.95,9737
Sardinops sagax,Pelagico,141.43,4712
Sardinops sagax,Pelagico,142.04,8107
Sardinops sagax,Pelagico,142.04,8650
Sardinops sagax,Pelagico,142.1,7224
Sardinops sagax,Pelagico,144.05,8582
Sardinops sagax,Pelagico,144.05,9397
Sardinops sagax,Pelagico,144.78,14422
Sardinops sagax,Pelagico,144.84,8921
Sardinops sagax,Pelagico,144.84,12317
Sardinops sagax,Pelagico,145.94,11977
Sardinops sagax,Pelagico,146.43,11637
Sardinops sagax,Pelagico,146.91,12180
Sardinops sagax,Pelagico,147.46,13402
Sardinops sagax,Pelagico,148.44,17477
Sardinops sagax,Pelagico,148.99,9259
Sardinops sagax,Pelagico,150.08,11296
Sardinops sagax,Pelagico,151.12,16185
Sardinops sagax,Pelagico,152.03,14962
Sardinops sagax,Pelagico,152.09,13265
Sardinops sagax,Pelagico,152.58,11567
Sardinops sagax,Pelagico,152.76,10548
Sardinops sagax,Pelagico,153.06,9122
Sardinops sagax,Pelagico,153.98,11906
Sardinops sagax,Pelagico,155.07,8306
Sardinops sagax,Pelagico,155.74,10411
Sardinops sagax,Pelagico,155.81,15097
Sardinops sagax,Pelagico,155.87,11837
Sardinops sagax,Pelagico,155.93,9324
Sardinops sagax,Pelagico,157.08,12516
Sardinops sagax,Pelagico,158.06,7082
Sardinops sagax,Pelagico,158.06,13941
Sardinops sagax,Pelagico,159.34,20868
Sardinops sagax,Pelagico,159.34,29697
Sardinops sagax,Pelagico,159.82,13805
Sardinops sagax,Pelagico,159.82,15163
Sardinops sagax,Pelagico,160.01,17201
Sardinops sagax,Pelagico,160.07,9798
Sardinops sagax,Pelagico,160.68,12582
Sardinops sagax,Pelagico,160.8,21818
Sardinops sagax,Pelagico,161.1,8915
Sardinops sagax,Pelagico,161.22,12582
Sardinops sagax,Pelagico,161.65,17743
Sardinops sagax,Pelagico,162.02,13804
Sardinops sagax,Pelagico,162.44,20188
Sardinops sagax,Pelagico,163.6,18286
Sardinops sagax,Pelagico,163.9,13600
Sardinops sagax,Pelagico,163.96,15841
Sardinops sagax,Pelagico,164.82,28880
Sardinops sagax,Pelagico,164.88,19100
Sardinops sagax,Pelagico,165.24,16384
Sardinops sagax,Pelagico,165.43,26231
Sardinops sagax,Pelagico,166.1,9728
Sardinops sagax,Pelagico,166.89,3819
Sardinops sagax,Pelagico,166.89,17605
Sardinops sagax,Pelagico,167.01,15568
Sardinops sagax,Pelagico,167.07,19303
Sardinops sagax,Pelagico,167.13,14006
Sardinops sagax,Pelagico,167.31,12716
Sardinops sagax,Pelagico,167.44,15296
Sardinops sagax,Pelagico,168.53,24939
Sardinops sagax,Pelagico,169.14,23105
Sardinops sagax,Pelagico,169.81,16246
Sardinops sagax,Pelagico,169.87,19710
Sardinops sagax,Pelagico,170.36,18759
Sardinops sagax,Pelagico,170.48,19573
Sardinops sagax,Pelagico,170.66,12307
Sardinops sagax,Pelagico,171.15,14480
Sardinops sagax,Pelagico,171.39,17332
Sardinops sagax,Pelagico,171.52,15091
Sardinops sagax,Pelagico,171.76,20184
Sardinops sagax,Pelagico,171.82,12646
Sardinops sagax,Pelagico,172,15634
Sardinops sagax,Pelagico,172.06,16992
Sardinops sagax,Pelagico,172.92,14479
Sardinops sagax,Pelagico,173.22,13460
Sardinops sagax,Pelagico,173.22,18282
Sardinops sagax,Pelagico,173.4,27314
Sardinops sagax,Pelagico,173.71,7348
Sardinops sagax,Pelagico,174.38,14207
Sardinops sagax,Pelagico,174.5,19572
Sardinops sagax,Pelagico,174.74,11694
Sardinops sagax,Pelagico,174.74,12713
Sardinops sagax,Pelagico,175.41,18689
Sardinops sagax,Pelagico,176.08,22152
Sardinops sagax,Pelagico,176.45,13188
Sardinops sagax,Pelagico,176.63,21473
Sardinops sagax,Pelagico,176.63,23170
Sardinops sagax,Pelagico,176.69,18213
Sardinops sagax,Pelagico,177.18,16379
Sardinops sagax,Pelagico,177.42,18009
Sardinops sagax,Pelagico,177.54,21337
Sardinops sagax,Pelagico,177.79,11557
Sardinops sagax,Pelagico,177.85,20657
Sardinops sagax,Pelagico,178.34,22762
Sardinops sagax,Pelagico,178.46,10878
